#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
ECW Anarchy Rulz (USA);ECW Anarchy Rulz (USA);Sega Dreamcast;;2000;Acclaim;Sports/Wrestling;;;;;0;;;;;
ECW Hardcore Revolution (USA);ECW Hardcore Revolution (USA);Sega Dreamcast;;2000;Acclaim;Sports/Wrestling;;;;;0;;;;;
EGG - Elemental Gimmick Gear (USA);EGG - Elemental Gimmick Gear (USA);Sega Dreamcast;;1999;Vatical Entertainment;Role-Playing;;;;;0;;;;;
ESPN International Track & Field (USA);ESPN International Track & Field (USA);Sega Dreamcast;;2000;Konami;Olympic/Sports;;;;;0;;;;;
ESPN NBA 2Night (USA);ESPN NBA 2Night (USA);Sega Dreamcast;;2000;Konami;Basketball/Sports;;;;;0;;;;;
Ecco the Dolphin - Defender of the Future (USA);Ecco the Dolphin - Defender of the Future (USA);Sega Dreamcast;;2000;Sega;Adventure;;;;;0;;;;;
European Super League (Europe);European Super League (Europe);Sega Dreamcast;;2001;Virgin Interactive;Soccer/Sports;;;;;0;;;;;
Evil Dead - Hail to the King (USA);Evil Dead - Hail to the King (USA);Sega Dreamcast;;2000;THQ;Adventure;;;;;0;;;;;
Evil Twin - Cyprien's Chronicles (Europe);Evil Twin - Cyprien's Chronicles (Europe);Sega Dreamcast;;2002;Ubisoft;Platform;;;;;0;;;;;
Evolution - The World of Sacred Device (USA);Evolution - The World of Sacred Device (USA);Sega Dreamcast;;2000;Ubisoft;Role-Playing;;;;;0;;;;;
Evolution 2 - Far Off Promise (USA);Evolution 2 - Far Off Promise (USA);Sega Dreamcast;;2000;Ubisoft;Role-Playing;;;;;0;;;;;
Exhibition of Speed (Europe);Exhibition of Speed (Europe);Sega Dreamcast;;2001;Titus Software;Driving;;;;;0;;;;;
Expendable (USA);Expendable (USA);Sega Dreamcast;;1999;Infogrames;Action;;;;;0;;;;;
F1 Racing Championship (Europe);F1 Racing Championship (Europe);Sega Dreamcast;;2001;Ubisoft;Driving;;;;;0;;;;;
F1 World Grand Prix (USA);F1 World Grand Prix (USA);Sega Dreamcast;;2000;Sega;Driving;;;;;0;;;;;
F1 World Grand Prix II (Europe);F1 World Grand Prix II (Europe);Sega Dreamcast;;2000;Video System;Driving;;;;;0;;;;;
F355 Challenge - Passione Rossa (USA);F355 Challenge - Passione Rossa (USA);Sega Dreamcast;;2000;Acclaim;Driving;;;;;0;;;;;
Fast Striker (Japan);Fast Striker (Japan);Sega Dreamcast;;2010;NG:DEV.TEAM;Shoot-'Em-Up;;;;;0;;;;;
Fatal Fury - Mark of the Wolves (USA);Fatal Fury - Mark of the Wolves (USA);Sega Dreamcast;;2001;Agetec Inc.;Fighter;;;;;0;;;;;
Fighting Force 2 (USA);Fighting Force 2 (USA);Sega Dreamcast;;1999;Eidos Interactive;Beat-'Em-Up;;;;;0;;;;;
Fighting Vipers 2 (Europe);Fighting Vipers 2 (Europe);Sega Dreamcast;;2001;Sega;Fighter;;;;;0;;;;;
Flag to Flag (USA);Flag to Flag (USA);Sega Dreamcast;;1999;Sega;Driving;;;;;0;;;;;
Floigan Bros. - Episode 1 (USA);Floigan Bros. - Episode 1 (USA);Sega Dreamcast;;2001;Sega;Action;;;;;0;;;;;
Frogger 2 - Swampy's Revenge (USA);Frogger 2 - Swampy's Revenge (USA);Sega Dreamcast;;2000;Hasbro Interactive;Action;;;;;0;;;;;
Fur Fighters (USA);Fur Fighters (USA);Sega Dreamcast;;2000;Acclaim;Shooter;;;;;0;;;;;
Gauntlet Legends (USA);Gauntlet Legends (USA);Sega Dreamcast;;2000;Midway;Action;;;;;0;;;;;
Get!! Colonies (Japan);Get!! Colonies (Japan);Sega Dreamcast;;2000;Sega;Puzzle;;;;;0;;;;;
Giant Gram - All-Japan Pro Wrestling 2 (Japan);Giant Gram - All-Japan Pro Wrestling 2 (Japan);Sega Dreamcast;;1999;Sega;Sports/Wrestling;;;;;0;;;;;
Giant Gram 2000 - All-Japan Pro Wrestling 3 (Japan);Giant Gram 2000 - All-Japan Pro Wrestling 3 (Japan);Sega Dreamcast;;2000;Sega;Sports/Wrestling;;;;;0;;;;;
Giant Killers (Europe);Giant Killers (Europe);Sega Dreamcast;;2001;AAA;Soccer/Sports;;;;;0;;;;;
Giga Wing (USA);Giga Wing (USA);Sega Dreamcast;;2000;Capcom;Shoot-'Em-Up;;;;;0;;;;;
Giga Wing 2 (USA);Giga Wing 2 (USA);Sega Dreamcast;;2001;Capcom;Shoot-'Em-Up;;;;;0;;;;;
Grand Theft Auto 2 (USA);Grand Theft Auto 2 (USA);Sega Dreamcast;;2000;Rockstar Games;Adventure;;;;;0;;;;;
Grandia II (USA) (Disc 1);Grandia II (USA) (Disc 1);Sega Dreamcast;;2000;Ubisoft;Role-Playing;;;;;0;;;;;
Grandia II (USA) (Disc 2);Grandia II (USA) (Disc 2);Sega Dreamcast;;2000;Ubisoft;Role-Playing;;;;;0;;;;;
Grinch, The (USA);Grinch, The (USA);Sega Dreamcast;;2000;Konami;Action;;;;;0;;;;;
Guilty Gear X (Japan);Guilty Gear X (Japan);Sega Dreamcast;;2000;Sammy Studios;Fighter;;;;;0;;;;;
GunLord (World);GunLord (World);Sega Dreamcast;;2012;NG:Dev.Team;Platform;;;;;0;;;;;
Gunbird 2 (USA);Gunbird 2 (USA);Sega Dreamcast;;2000;Capcom;Shoot-'Em-Up;;;;;0;;;;;
Gundam Side Story 0079 - Rise from the Ashes (USA);Gundam Side Story 0079 - Rise from the Ashes (USA);Sega Dreamcast;;2000;Bandai;Simulation;;;;;0;;;;;
Headhunter (Europe) (Disc 1);Headhunter (Europe) (Disc 1);Sega Dreamcast;;2001;Sega;Adventure;;;;;0;;;;;
Headhunter (Europe) (Disc 2);Headhunter (Europe) (Disc 2);Sega Dreamcast;;2001;Sega;Adventure;;;;;0;;;;;
Heavy Metal - Geomatrix (USA);Heavy Metal - Geomatrix (USA);Sega Dreamcast;;2001;Capcom;Action;;;;;0;;;;;
Hello Kitty - Lovely Fruit Park (Japan);Hello Kitty - Lovely Fruit Park (Japan);Sega Dreamcast;;1999;Sega;Puzzle;;;;;0;;;;;
Hello Kitty - Waku Waku Cookies (Japan);Hello Kitty - Waku Waku Cookies (Japan);Sega Dreamcast;;2000;Sega;Quiz;;;;;0;;;;;
Hello Kitty no Magical Block (Japan);Hello Kitty no Magical Block (Japan);Sega Dreamcast;;2000;Sega;Puzzle;;;;;0;;;;;
Hidden & Dangerous (USA);Hidden & Dangerous (USA);Sega Dreamcast;;2000;TalonSoft;Adventure;;;;;0;;;;;
House of the Dead 2, The (USA);House of the Dead 2, The (USA);Sega Dreamcast;;2000;Sega;Gun;;;;;0;;;;;
Hoyle Casino (USA);Hoyle Casino (USA);Sega Dreamcast;;2000;Sierra Entertainment;Casino;;;;;0;;;;;
Hydro Thunder (USA);Hydro Thunder (USA);Sega Dreamcast;;1999;Midway;Driving;;;;;0;;;;;
Ikaruga (Japan);Ikaruga (Japan);Sega Dreamcast;;2002;ESP Software;Shoot-'Em-Up;;;;;0;;;;;
Illbleed (USA);Illbleed (USA);Sega Dreamcast;;2001;AIA;Adventure;;;;;0;;;;;
Incoming (USA);Incoming (USA);Sega Dreamcast;;1998;Interplay;Action;;;;;0;;;;;
Industrial Spy - Operation Espionage (USA);Industrial Spy - Operation Espionage (USA);Sega Dreamcast;;2000;UFO Interactive;Adventure;;;;;0;;;;;
Iron Aces (USA);Iron Aces (USA);Sega Dreamcast;;2001;Xicat Interactive;Flying;;;;;0;;;;;
J-League Spectacle Soccer (Japan);J-League Spectacle Soccer (Japan);Sega Dreamcast;;2002;Sega;Soccer/Sports;;;;;0;;;;;
Jeremy McGrath Supercross 2000 (USA);Jeremy McGrath Supercross 2000 (USA);Sega Dreamcast;;1999;Acclaim;Motorcycle;;;;;0;;;;;
Jet Grind Radio (USA);Jet Grind Radio (USA);Sega Dreamcast;;2000;Sega;Action;;;;;0;;;;;
Jimmy White's 2 - Cueball (Europe);Jimmy White's 2 - Cueball (Europe);Sega Dreamcast;;2000;Virgin Interactive;Pool and Dart;;;;;0;;;;;
Jojo's Bizarre Adventure (USA);Jojo's Bizarre Adventure (USA);Sega Dreamcast;;1999;Capcom;Fighter;;;;;0;;;;;
KAO the Kangaroo (USA);KAO the Kangaroo (USA);Sega Dreamcast;;2001;Titus Software;Action;;;;;0;;;;;
KISS Psycho Circus - The Nightmare Child (USA);KISS Psycho Circus - The Nightmare Child (USA);Sega Dreamcast;;2000;Gathering;Action;;;;;0;;;;;
Karous (Japan);Karous (Japan);Sega Dreamcast;;2007;MileStone Inc.;Shoot-'Em-Up;;;;;0;;;;;
King of Fighters '99 Evolution, The (USA);King of Fighters '99 Evolution, The (USA);Sega Dreamcast;;2001;Agetec Inc.;Fighter;;;;;0;;;;;
King of Fighters 2000 (Japan);King of Fighters 2000 (Japan);Sega Dreamcast;;2002;Playmore;Fighter;;;;;0;;;;;
King of Fighters 2001 (Japan);King of Fighters 2001 (Japan);Sega Dreamcast;;2002;Playmore;Fighter;;;;;0;;;;;
King of Fighters 2002 (Japan);King of Fighters 2002 (Japan);Sega Dreamcast;;2003;Playmore;Fighter;;;;;0;;;;;
King of Fighters Dream Match 1999, The (USA);King of Fighters Dream Match 1999, The (USA);Sega Dreamcast;;1999;SNK;Fighter;;;;;0;;;;;
L.O.L. - Lack of Love (Japan);L.O.L. - Lack of Love (Japan);Sega Dreamcast;;2000;ASCII Entertainment;Adventure;;;;;0;;;;;
Last Blade 2 - Heart of the Samurai, The (USA);Last Blade 2 - Heart of the Samurai, The (USA);Sega Dreamcast;;2001;Agetec Inc.;Fighter;;;;;0;;;;;
Last Hope (Japan);Last Hope (Japan);Sega Dreamcast;;2007;NG:DEV.TEAM;Shoot-'Em-Up;;;;;0;;;;;
Last Hope - Pink Bullets (Europe);Last Hope - Pink Bullets (Europe);Sega Dreamcast;;2009;NG:DEV.TEAM;Shoot-'Em-Up;;;;;0;;;;;
Legacy of Kain - Soul Reaver (USA);Legacy of Kain - Soul Reaver (USA);Sega Dreamcast;;2000;Eidos Interactive;Adventure;;;;;0;;;;;
Looney Tunes - Space Race (USA);Looney Tunes - Space Race (USA);Sega Dreamcast;;2000;Infogrames;Driving;;;;;0;;;;;
MDK 2 (USA);MDK 2 (USA);Sega Dreamcast;;2000;Interplay;Shooter;;;;;0;;;;;
MTV Sports - Skateboarding Featuring Andy McDonald (USA);MTV Sports - Skateboarding Featuring Andy McDonald (USA);Sega Dreamcast;;2000;THQ;Skateboarding/Sports;;;;;0;;;;;
Macross M3 (Japan);Macross M3 (Japan);Sega Dreamcast;;2001;Shoeisha;Action;;;;;0;;;;;
Magforce Racing (USA);Magforce Racing (USA);Sega Dreamcast;;2000;Crave;Driving;;;;;0;;;;;
Maken X (USA);Maken X (USA);Sega Dreamcast;;1999;Atlus Co.;Adventure;;;;;0;;;;;
Mars Matrix (USA);Mars Matrix (USA);Sega Dreamcast;;2001;Capcom;Action;;;;;0;;;;;
Marvel vs. Capcom (USA);Marvel vs. Capcom (USA);Sega Dreamcast;;1999;Capcom;Fighter;;;;;0;;;;;
Marvel vs. Capcom 2 (USA);Marvel vs. Capcom 2 (USA);Sega Dreamcast;;2000;Capcom;Fighter;;;;;0;;;;;
Mat Hoffman's Pro BMX (USA);Mat Hoffman's Pro BMX (USA);Sega Dreamcast;;2001;Activision;Biking/Sports;;;;;0;;;;;
Max Steel (USA);Max Steel (USA);Sega Dreamcast;;2001;Mattel;Adventure;;;;;0;;;;;
Maximum Pool (USA);Maximum Pool (USA);Sega Dreamcast;;2000;Sierra Entertainment;Pool and Dart;;;;;0;;;;;
Metropolis Street Racer (USA);Metropolis Street Racer (USA);Sega Dreamcast;;2001;Sega;Driving;;;;;0;;;;;
Midway's Greatest Arcade Hits Volume 1 (USA);Midway's Greatest Arcade Hits Volume 1 (USA);Sega Dreamcast;;2000;Midway;Miscellaneous;;;;;0;;;;;
Midway's Greatest Arcade Hits Volume 2 (USA);Midway's Greatest Arcade Hits Volume 2 (USA);Sega Dreamcast;;2000;Midway;Miscellaneous;;;;;0;;;;;
Moho (Europe);Moho (Europe);Sega Dreamcast;;2000;Take-Two Interactive;Action;;;;;0;;;;;
Monaco Grand Prix (USA);Monaco Grand Prix (USA);Sega Dreamcast;;1999;Ubisoft;Driving;;;;;0;;;;;
Mortal Kombat Gold (USA);Mortal Kombat Gold (USA);Sega Dreamcast;;1999;Midway;Fighter;;;;;0;;;;;
Mr. Driller (USA);Mr. Driller (USA);Sega Dreamcast;;2000;Namco;Action;;;;;0;;;;;
Ms. Pac-Man Maze Madness (USA);Ms. Pac-Man Maze Madness (USA);Sega Dreamcast;;2000;Namco;Action;;;;;0;;;;;
Musapey's Choco Marker (Japan);Musapey's Choco Marker (Japan);Sega Dreamcast;;2002;Ecole;Puzzle;;;;;0;;;;;
NBA 2K (USA);NBA 2K (USA);Sega Dreamcast;;1999;Sega;Basketball/Sports;;;;;0;;;;;
NBA 2K1 (USA);NBA 2K1 (USA);Sega Dreamcast;;2000;Sega;Basketball/Sports;;;;;0;;;;;
NBA 2K2 (USA);NBA 2K2 (USA);Sega Dreamcast;;2001;Sega;Basketball/Sports;;;;;0;;;;;
NBA Hoopz (USA);NBA Hoopz (USA);Sega Dreamcast;;2001;Midway;Basketball/Sports;;;;;0;;;;;
NBA Showtime - NBA on NBC (USA);NBA Showtime - NBA on NBC (USA);Sega Dreamcast;;1999;Midway;Basketball/Sports;;;;;0;;;;;
NCAA College Football 2K2 (USA);NCAA College Football 2K2 (USA);Sega Dreamcast;;2001;Sega;Football/Sports;;;;;0;;;;;
NFL 2K (USA);NFL 2K (USA);Sega Dreamcast;;1999;Sega;Football/Sports;;;;;0;;;;;
NFL 2K1 (USA);NFL 2K1 (USA);Sega Dreamcast;;2000;Sega;Football/Sports;;;;;0;;;;;
NFL 2K2 (USA);NFL 2K2 (USA);Sega Dreamcast;;2002;Sega;Football/Sports;;;;;0;;;;;
NFL Blitz 2000 (USA);NFL Blitz 2000 (USA);Sega Dreamcast;;1999;Midway;Football/Sports;;;;;0;;;;;
NFL Blitz 2001 (USA);NFL Blitz 2001 (USA);Sega Dreamcast;;2000;Midway;Football/Sports;;;;;0;;;;;
NFL QB Club 2001 (USA);NFL QB Club 2001 (USA);Sega Dreamcast;;2000;Acclaim;Football/Sports;;;;;0;;;;;
NFL Quarterback Club 2000 (USA);NFL Quarterback Club 2000 (USA);Sega Dreamcast;;1999;Acclaim;Football/Sports;;;;;0;;;;;
NHL 2K (USA);NHL 2K (USA);Sega Dreamcast;;2000;Sega;Hockey/Sports;;;;;0;;;;;
NHL 2K2 (USA);NHL 2K2 (USA);Sega Dreamcast;;2002;Sega;Hockey/Sports;;;;;0;;;;;
Namco Museum (USA);Namco Museum (USA);Sega Dreamcast;;2000;Namco;Miscellaneous;;;;;0;;;;;
Neo Golden Logres (Japan);Neo Golden Logres (Japan);Sega Dreamcast;;2000;Success;Pinball;;;;;0;;;;;
Netto de Tennis (Japan);Netto de Tennis (Japan);Sega Dreamcast;;2000;Capcom;Sports/Tennis;;;;;0;;;;;
New Japan Pro Wrestling - Toukon Retsuden 4 (Japan);New Japan Pro Wrestling - Toukon Retsuden 4 (Japan);Sega Dreamcast;;1999;Tomy Corporation;Sports/Wrestling;;;;;0;;;;;
Next Tetris - On-line Edition, The (USA);Next Tetris - On-line Edition, The (USA);Sega Dreamcast;;2000;Crave;Puzzle;;;;;0;;;;;
Nightmare Creatures II (USA);Nightmare Creatures II (USA);Sega Dreamcast;;2000;Konami;Adventure;;;;;0;;;;;
Omikron - The Nomad Soul (USA);Omikron - The Nomad Soul (USA);Sega Dreamcast;;2000;Eidos Interactive;Adventure;;;;;0;;;;;
Ooga Booga (USA);Ooga Booga (USA);Sega Dreamcast;;2001;Sega;Action;;;;;0;;;;;
Outtrigger (USA);Outtrigger (USA);Sega Dreamcast;;2001;Sega;Action;;;;;0;;;;;
POD - Speedzone (USA);POD - Speedzone (USA);Sega Dreamcast;;2000;Ubisoft;Driving;;;;;0;;;;;
Pen Pen TriIcelon (USA);Pen Pen TriIcelon (USA);Sega Dreamcast;;1999;Infogrames;Action;;;;;0;;;;;
Phantasy Star Online (USA);Phantasy Star Online (USA);Sega Dreamcast;;2001;Sega;Role-Playing;;;;;0;;;;;
Phantasy Star Online Ver. 2 (USA);Phantasy Star Online Ver. 2 (USA);Sega Dreamcast;;2001;Sega;Role-Playing;;;;;0;;;;;
Planet Ring (Europe);Planet Ring (Europe);Sega Dreamcast;;2000;Sega;Puzzle;;;;;0;;;;;
Plasma Sword - Nightmare of Bilstein (USA);Plasma Sword - Nightmare of Bilstein (USA);Sega Dreamcast;;2000;Capcom;Fighter;;;;;0;;;;;
Plus Plum (Japan);Plus Plum (Japan);Sega Dreamcast;;1999;Takuhiro;Puzzle;;;;;0;;;;;
Power Stone (USA);Power Stone (USA);Sega Dreamcast;;1999;Capcom;Fighter;;;;;0;;;;;
Power Stone 2 (USA);Power Stone 2 (USA);Sega Dreamcast;;2000;Capcom;Fighter;;;;;0;;;;;
Prince of Persia - Arabian Nights (USA);Prince of Persia - Arabian Nights (USA);Sega Dreamcast;;2000;Mattel;Platform;;;;;0;;;;;
Pro Pinball Trilogy (Europe);Pro Pinball Trilogy (Europe);Sega Dreamcast;;2001;Empire Interactive;Pool and Dart;;;;;0;;;;;
Project Justice (USA);Project Justice (USA);Sega Dreamcast;;2001;Capcom;Fighter;;;;;0;;;;;
Psychic Force 2012 (USA);Psychic Force 2012 (USA);Sega Dreamcast;;1999;Acclaim;Fighter;;;;;0;;;;;
Psyvariar 2 - The Will to Fabricate (Japan);Psyvariar 2 - The Will to Fabricate (Japan);Sega Dreamcast;;2004;Success;Shoot-'Em-Up;;;;;0;;;;;
Puyo Puyo 4 (Japan);Puyo Puyo 4 (Japan);Sega Dreamcast;;1999;Sega;Puzzle;;;;;0;;;;;
Puyo Puyo Da! (Japan);Puyo Puyo Da! (Japan);Sega Dreamcast;;1999;Compile;Rhythm;;;;;0;;;;;
Puyo Puyo Fever (Japan);Puyo Puyo Fever (Japan);Sega Dreamcast;;2004;Sega;Puzzle;;;;;0;;;;;
Q-Bert (USA);Q-Bert (USA);Sega Dreamcast;;2000;Hasbro Interactive;Action;;;;;0;;;;;
